,severity
22077,Significant
22078,Minor
22079,Minor
22080,Significant
22081,Minor
22082,Minor
22083,Significant
22084,Minor
22085,Minor
22086,Minor
22087,Significant
22088,Severe
22089,Minor
22090,Significant
22091,Significant
22092,Minor
22093,Minor
22094,Minor
22095,Significant
22096,Minor
22097,Significant
22098,Minor
22099,Minor
22100,Minor
22101,Minor
22102,Significant
22103,Minor
22104,Minor
22105,Minor
22106,Minor
22107,Minor
22108,Minor
22109,Significant
22110,Minor
22111,Minor
22112,Significant
22113,Minor
22114,Minor
22115,Severe
22116,Significant
22117,Minor
22118,Minor
22119,Minor
22120,Minor
22121,Minor
22122,Minor
22123,Minor
22124,Minor
22125,Significant
22126,Minor
22127,Minor
22128,Minor
22129,Minor
22130,Minor
22131,Significant
22132,Significant
22133,Significant
22134,Minor
22135,Minor
22136,Minor
22137,Significant
22138,Significant
22139,Significant
22140,Severe
22141,Minor
22142,Minor
22143,Minor
22144,Minor
22145,Minor
22146,Significant
22147,Minor
22148,Significant
22149,Minor
22150,Minor
22151,Significant
22152,Minor
22153,Significant
22154,Minor
22155,Minor
22156,Minor
22157,Significant
22158,Minor
22159,Significant
22160,Minor
22161,Minor
22162,Minor
22163,Significant
22164,Minor
22165,Minor
22166,Minor
22167,Minor
22168,Minor
22169,Minor
22170,Minor
22171,Minor
22172,Minor
22173,Minor
22174,Significant
22175,Minor
22176,Minor
22177,Severe
22178,Minor
22179,Minor
22180,Minor
22181,Minor
22182,Minor
22183,Significant
22184,Minor
22185,Minor
22186,Minor
22187,Minor
22188,Minor
22189,Minor
22190,Minor
22191,Significant
22192,Severe
22193,Minor
22194,Minor
22195,Minor
22196,Minor
22197,Significant
22198,Minor
22199,Minor
22200,Significant
22201,Minor
22202,Minor
22203,Minor
22204,Minor
22205,Significant
22206,Minor
22207,Minor
22208,Minor
22209,Minor
22210,Minor
22211,Severe
22212,Minor
22213,Minor
22214,Minor
22215,Minor
22216,Minor
22217,Minor
22218,Minor
22219,Minor
22220,Minor
22221,Minor
22222,Significant
22223,Minor
22224,Minor
22225,Significant
22226,Significant
22227,Minor
22228,Minor
22229,Significant
22230,Significant
22231,Minor
22232,Minor
22233,Severe
22234,Minor
22235,Significant
22236,Minor
22237,Significant
22238,Minor
22239,Minor
22240,Minor
22241,Minor
22242,Minor
22243,Minor
22244,Significant
22245,Minor
22246,Minor
22247,Minor
22248,Minor
22249,Minor
22250,Minor
22251,Minor
22252,Minor
22253,Minor
22254,Minor
22255,Minor
22256,Minor
22257,Significant
22258,Minor
22259,Minor
22260,Minor
22261,Minor
22262,Minor
22263,Minor
22264,Significant
22265,Minor
22266,Significant
22267,Severe
22268,Minor
22269,Minor
22270,Significant
22271,Significant
22272,Minor
22273,Minor
22274,Significant
22275,Minor
22276,Significant
22277,Significant
22278,Minor
22279,Significant
22280,Minor
22281,Minor
22282,Minor
22283,Minor
22284,Minor
22285,Minor
22286,Significant
22287,Minor
22288,Significant
22289,Minor
22290,Significant
22291,Significant
22292,Minor
22293,Minor
22294,Minor
22295,Minor
22296,Significant
22297,Minor
22298,Significant
22299,Significant
22300,Minor
22301,Minor
22302,Minor
22303,Minor
22304,Minor
22305,Significant
22306,Significant
22307,Minor
22308,Minor
22309,Minor
22310,Minor
22311,Significant
22312,Significant
22313,Minor
22314,Significant
22315,Severe
22316,Significant
22317,Significant
22318,Minor
22319,Minor
22320,Minor
22321,Significant
22322,Minor
22323,Significant
22324,Minor
22325,Significant
22326,Significant
22327,Significant
22328,Significant
22329,Minor
22330,Minor
22331,Significant
22332,Minor
22333,Minor
22334,Minor
22335,Minor
22336,Minor
22337,Significant
22338,Significant
22339,Significant
22340,Minor
22341,Minor
22342,Minor
22343,Minor
22344,Minor
22345,Significant
22346,Minor
22347,Minor
22348,Significant
22349,Significant
22350,Significant
22351,Significant
22352,Minor
22353,Minor
22354,Significant
22355,Significant
22356,Minor
22357,Significant
22358,Minor
22359,Minor
22360,Minor
22361,Significant
22362,Minor
22363,Minor
22364,Severe
22365,Minor
22366,Significant
22367,Minor
22368,Significant
22369,Significant
22370,Significant
22371,Significant
22372,Significant
22373,Minor
22374,Minor
22375,Minor
22376,Significant
22377,Minor
22378,Significant
22379,Minor
22380,Minor
22381,Minor
22382,Minor
22383,Minor
22384,Minor
22385,Minor
22386,Minor
22387,Minor
22388,Minor
22389,Significant
22390,Minor
22391,Significant
22392,Significant
22393,Significant
22394,Minor
22395,Severe
22396,Significant
22397,Minor
22398,Significant
22399,Minor
22400,Significant
22401,Significant
22402,Minor
22403,Significant
22404,Minor
22405,Minor
22406,Minor
22407,Minor
22408,Minor
22409,Minor
22410,Significant
22411,Minor
22412,Significant
22413,Significant
22414,Minor
22415,Minor
22416,Significant
22417,Significant
22418,Significant
22419,Minor
22420,Minor
22421,Minor
22422,Minor
22423,Minor
22424,Significant
22425,Minor
22426,Significant
22427,Minor
22428,Severe
22429,Minor
22430,Significant
22431,Minor
22432,Minor
22433,Severe
22434,Significant
22435,Minor
22436,Significant
22437,Minor
22438,Significant
22439,Minor
22440,Minor
22441,Significant
22442,Minor
22443,Significant
22444,Minor
22445,Significant
22446,Minor
22447,Minor
22448,Significant
22449,Significant
22450,Minor
22451,Significant
22452,Minor
22453,Minor
22454,Minor
22455,Significant
22456,Significant
22457,Minor
22458,Minor
22459,Significant
22460,Minor
22461,Minor
22462,Minor
22463,Minor
22464,Minor
22465,Minor
22466,Significant
22467,Significant
22468,Minor
22469,Minor
22470,Minor
22471,Minor
22472,Minor
22473,Significant
22474,Minor
22475,Significant
22476,Significant
22477,Minor
22478,Minor
22479,Minor
22480,Significant
22481,Minor
22482,Significant
22483,Significant
22484,Significant
22485,Significant
22486,Significant
22487,Significant
22488,Significant
22489,Minor
22490,Minor
22491,Minor
22492,Significant
22493,Minor
22494,Significant
22495,Significant
22496,Significant
22497,Significant
22498,Minor
22499,Minor
22500,Minor
22501,Significant
22502,Significant
22503,Significant
22504,Significant
22505,Minor
22506,Significant
22507,Significant
22508,Minor
22509,Significant
22510,Significant
22511,Minor
22512,Significant
22513,Minor
22514,Minor
22515,Minor
22516,Minor
22517,Minor
22518,Minor
22519,Minor
22520,Minor
22521,Minor
22522,Minor
22523,Significant
22524,Minor
22525,Minor
22526,Significant
22527,Minor
22528,Significant
22529,Significant
22530,Significant
22531,Minor
22532,Minor
22533,Minor
22534,Significant
22535,Significant
22536,Minor
22537,Significant
22538,Minor
22539,Significant
22540,Significant
22541,Minor
22542,Minor
22543,Minor
22544,Minor
22545,Minor
22546,Significant
22547,Significant
22548,Minor
22549,Significant
22550,Minor
22551,Minor
22552,Minor
22553,Minor
22554,Minor
22555,Significant
22556,Minor
22557,Minor
22558,Minor
22559,Minor
22560,Minor
22561,Significant
22562,Minor
22563,Significant
22564,Minor
22565,Minor
22566,Minor
22567,Minor
22568,Minor
22569,Significant
22570,Minor
22571,Significant
22572,Significant
22573,Minor
22574,Minor
22575,Minor
22576,Minor
22577,Minor
22578,Minor
22579,Significant
22580,Minor
22581,Significant
22582,Significant
22583,Minor
22584,Severe
22585,Minor
22586,Significant
22587,Minor
22588,Minor
22589,Minor
22590,Minor
22591,Significant
22592,Significant
22593,Minor
22594,Severe
22595,Minor
22596,Minor
22597,Significant
22598,Minor
22599,Minor
22600,Minor
22601,Minor
22602,Significant
22603,Minor
22604,Significant
22605,Significant
22606,Minor
22607,Significant
22608,Significant
22609,Minor
22610,Significant
22611,Minor
22612,Minor
22613,Minor
22614,Minor
22615,Minor
22616,Significant
22617,Minor
22618,Minor
22619,Minor
22620,Minor
22621,Significant
22622,Minor
22623,Significant
22624,Minor
22625,Minor
22626,Minor
22627,Significant
22628,Minor
22629,Minor
22630,Minor
22631,Significant
22632,Minor
22633,Minor
22634,Significant
22635,Minor
22636,Minor
22637,Minor
22638,Minor
22639,Minor
22640,Minor
22641,Significant
22642,Minor
22643,Significant
22644,Significant
22645,Significant
22646,Minor
22647,Minor
22648,Minor
22649,Significant
22650,Minor
22651,Minor
22652,Minor
22653,Significant
22654,Minor
22655,Minor
22656,Minor
22657,Significant
22658,Minor
22659,Minor
22660,Minor
22661,Significant
22662,Minor
22663,Minor
22664,Minor
22665,Minor
22666,Minor
22667,Minor
22668,Minor
22669,Minor
22670,Minor
22671,Minor
22672,Significant
22673,Minor
22674,Significant
22675,Significant
22676,Significant
22677,Minor
22678,Minor
22679,Minor
22680,Minor
22681,Significant
22682,Minor
22683,Minor
22684,Significant
22685,Minor
22686,Significant
22687,Minor
22688,Significant
22689,Significant
22690,Minor
22691,Minor
22692,Minor
22693,Minor
22694,Significant
22695,Significant
22696,Minor
22697,Minor
22698,Minor
22699,Minor
22700,Significant
22701,Minor
22702,Significant
22703,Minor
22704,Minor
22705,Significant
22706,Significant
22707,Significant
22708,Minor
22709,Significant
22710,Significant
22711,Significant
22712,Minor
22713,Significant
22714,Minor
22715,Significant
22716,Minor
22717,Minor
22718,Minor
22719,Minor
22720,Significant
22721,Significant
22722,Significant
22723,Minor
22724,Significant
22725,Minor
22726,Significant
22727,Minor
22728,Significant
22729,Minor
22730,Minor
22731,Significant
22732,Minor
22733,Significant
22734,Minor
22735,Significant
22736,Minor
22737,Minor
22738,Minor
22739,Minor
22740,Significant
22741,Minor
22742,Minor
22743,Minor
22744,Minor
22745,Minor
22746,Minor
22747,Significant
22748,Minor
22749,Minor
22750,Minor
22751,Minor
22752,Minor
22753,Minor
22754,Significant
22755,Minor
22756,Minor
22757,Significant
22758,Minor
22759,Minor
22760,Minor
22761,Significant
22762,Significant
22763,Minor
22764,Minor
22765,Minor
22766,Minor
22767,Minor
22768,Minor
22769,Significant
22770,Significant
22771,Minor
22772,Significant
22773,Minor
22774,Minor
22775,Significant
22776,Minor
22777,Minor
22778,Significant
22779,Minor
22780,Minor
22781,Minor
22782,Minor
22783,Significant
22784,Minor
22785,Minor
22786,Significant
22787,Minor
22788,Minor
22789,Minor
22790,Minor
22791,Minor
22792,Minor
22793,Significant
22794,Minor
22795,Significant
22796,Minor
22797,Minor
22798,Minor
22799,Minor
22800,Minor
22801,Minor
22802,Minor
22803,Significant
22804,Minor
22805,Minor
22806,Minor
22807,Significant
22808,Significant
22809,Minor
22810,Significant
22811,Significant
22812,Significant
22813,Significant
22814,Minor
22815,Significant
22816,Minor
22817,Minor
22818,Minor
22819,Minor
22820,Minor
22821,Significant
22822,Significant
22823,Minor
22824,Minor
22825,Minor
22826,Minor
22827,Minor
22828,Significant
22829,Significant
22830,Significant
22831,Minor
22832,Significant
22833,Minor
22834,Minor
22835,Significant
22836,Minor
22837,Significant
22838,Minor
22839,Minor
22840,Minor
22841,Minor
22842,Significant
22843,Minor
22844,Minor
22845,Significant
22846,Significant
22847,Minor
22848,Minor
22849,Minor
22850,Minor
22851,Minor
22852,Minor
22853,Minor
22854,Minor
22855,Minor
22856,Significant
22857,Minor
22858,Minor
22859,Minor
22860,Minor
22861,Minor
22862,Minor
22863,Minor
22864,Minor
22865,Severe
22866,Significant
22867,Minor
22868,Minor
22869,Significant
22870,Significant
22871,Minor
22872,Minor
22873,Significant
22874,Minor
22875,Minor
22876,Minor
22877,Minor
22878,Minor
22879,Minor
22880,Minor
22881,Minor
22882,Minor
22883,Minor
22884,Minor
22885,Minor
22886,Significant
22887,Significant
22888,Minor
22889,Severe
22890,Significant
22891,Significant
22892,Significant
22893,Significant
22894,Minor
22895,Minor
22896,Minor
22897,Minor
22898,Minor
22899,Minor
22900,Minor
22901,Minor
22902,Minor
22903,Significant
22904,Minor
22905,Minor
22906,Minor
22907,Minor
22908,Minor
22909,Significant
22910,Minor
22911,Minor
22912,Significant
22913,Minor
22914,Significant
22915,Significant
22916,Minor
22917,Minor
22918,Minor
22919,Minor
22920,Minor
22921,Minor
22922,Minor
22923,Significant
22924,Minor
22925,Significant
22926,Minor
22927,Minor
22928,Significant
22929,Minor
22930,Significant
22931,Minor
22932,Minor
22933,Minor
22934,Minor
22935,Minor
22936,Minor
22937,Significant
22938,Minor
22939,Minor
22940,Significant
22941,Severe
22942,Severe
22943,Minor
22944,Significant
22945,Significant
22946,Minor
22947,Minor
22948,Minor
22949,Minor
22950,Minor
22951,Minor
22952,Significant
22953,Minor
22954,Significant
22955,Minor
22956,Significant
22957,Significant
22958,Minor
22959,Minor
22960,Significant
22961,Significant
22962,Minor
22963,Severe
22964,Minor
22965,Severe
22966,Minor
22967,Minor
22968,Minor
22969,Minor
22970,Minor
22971,Minor
22972,Minor
22973,Minor
22974,Minor
22975,Minor
22976,Significant
22977,Minor
22978,Significant
22979,Minor
22980,Minor
22981,Minor
22982,Significant
22983,Minor
22984,Significant
22985,Significant
22986,Minor
22987,Significant
22988,Significant
22989,Minor
22990,Minor
22991,Minor
22992,Minor
22993,Minor
22994,Minor
22995,Minor
22996,Minor
22997,Minor
22998,Minor
22999,Significant
23000,Minor
23001,Minor
23002,Minor
23003,Minor
23004,Minor
23005,Minor
23006,Minor
23007,Minor
23008,Minor
23009,Minor
23010,Minor
23011,Minor
23012,Minor
23013,Minor
23014,Significant
23015,Minor
23016,Minor
23017,Minor
23018,Significant
23019,Severe
23020,Minor
23021,Minor
23022,Minor
23023,Minor
23024,Significant
23025,Minor
23026,Minor
23027,Minor
23028,Significant
23029,Minor
23030,Minor
23031,Significant
23032,Significant
23033,Minor
23034,Severe
23035,Minor
23036,Minor
23037,Minor
23038,Significant
23039,Minor
23040,Minor
23041,Minor
23042,Minor
23043,Minor
23044,Significant
23045,Significant
23046,Minor
23047,Significant
23048,Significant
23049,Minor
23050,Minor
23051,Significant
23052,Minor
23053,Minor
23054,Minor
23055,Minor
23056,Minor
23057,Significant
23058,Minor
23059,Minor
23060,Significant
23061,Minor
23062,Significant
23063,Minor
23064,Significant
23065,Minor
23066,Minor
23067,Significant
23068,Significant
23069,Minor
23070,Significant
23071,Significant
23072,Minor
23073,Significant
23074,Minor
23075,Severe
23076,Minor
23077,Severe
23078,Significant
23079,Significant
23080,Minor
23081,Minor
23082,Minor
23083,Significant
23084,Minor
23085,Minor
23086,Minor
23087,Minor
23088,Minor
23089,Minor
23090,Minor
23091,Minor
23092,Minor
23093,Minor
23094,Significant
23095,Significant
23096,Minor
23097,Significant
23098,Severe
23099,Minor
23100,Minor
23101,Significant
23102,Minor
23103,Minor
23104,Minor
23105,Minor
23106,Significant
23107,Significant
23108,Minor
23109,Significant
23110,Significant
23111,Minor
23112,Significant
23113,Minor
23114,Minor
23115,Significant
23116,Significant
23117,Minor
23118,Minor
23119,Significant
23120,Significant
23121,Minor
23122,Minor
23123,Minor
23124,Minor
23125,Significant
23126,Significant
23127,Minor
23128,Significant
23129,Minor
23130,Significant
23131,Significant
23132,Minor
23133,Significant
23134,Minor
23135,Minor
23136,Minor
23137,Significant
23138,Significant
23139,Significant
23140,Significant
23141,Minor
23142,Significant
23143,Minor
23144,Significant
23145,Significant
23146,Significant
23147,Minor
23148,Minor
23149,Minor
23150,Significant
23151,Significant
23152,Minor
23153,Minor
23154,Minor
23155,Minor
23156,Significant
23157,Minor
23158,Severe
23159,Minor
23160,Minor
23161,Minor
23162,Minor
23163,Minor
23164,Minor
23165,Significant
23166,Minor
23167,Significant
23168,Minor
23169,Minor
23170,Minor
23171,Significant
23172,Significant
23173,Minor
23174,Significant
23175,Minor
23176,Minor
23177,Minor
23178,Minor
23179,Minor
23180,Minor
23181,Minor
23182,Minor
23183,Significant
23184,Significant
23185,Minor
23186,Minor
23187,Minor
23188,Significant
23189,Minor
23190,Minor
23191,Minor
23192,Significant
23193,Minor
23194,Significant
23195,Severe
23196,Minor
23197,Significant
23198,Minor
23199,Significant
23200,Significant
23201,Minor
23202,Minor
23203,Minor
23204,Minor
23205,Minor
23206,Severe
23207,Minor
23208,Minor
23209,Minor
23210,Minor
23211,Significant
23212,Minor
23213,Significant
23214,Minor
23215,Minor
23216,Minor
23217,Significant
23218,Minor
23219,Minor
23220,Severe
23221,Minor
23222,Minor
23223,Minor
23224,Significant
23225,Significant
23226,Significant
23227,Severe
23228,Minor
23229,Minor
23230,Minor
23231,Severe
23232,Minor
23233,Severe
23234,Minor
23235,Minor
23236,Significant
23237,Minor
23238,Minor
23239,Minor
23240,Minor
23241,Minor
23242,Minor
23243,Minor
23244,Minor
23245,Minor
23246,Minor
23247,Minor
23248,Minor
23249,Minor
23250,Minor
23251,Minor
23252,Minor
23253,Minor
23254,Minor
23255,Minor
23256,Minor
23257,Minor
23258,Minor
23259,Minor
23260,Minor
23261,Minor
23262,Minor
23263,Minor
23264,Severe
23265,Minor
23266,Significant
23267,Minor
23268,Significant
23269,Significant
23270,Minor
23271,Severe
23272,Minor
23273,Minor
23274,Minor
23275,Minor
23276,Minor
23277,Significant
23278,Minor
23279,Significant
23280,Minor
23281,Minor
23282,Minor
23283,Significant
23284,Minor
23285,Minor
23286,Minor
23287,Minor
23288,Severe
23289,Minor
23290,Significant
23291,Minor
23292,Minor
23293,Minor
23294,Minor
23295,Minor
23296,Minor
23297,Minor
23298,Minor
23299,Minor
23300,Severe
23301,Significant
23302,Significant
23303,Minor
23304,Minor
23305,Significant
23306,Minor
23307,Minor
23308,Minor
23309,Minor
23310,Minor
23311,Significant
23312,Minor
23313,Minor
23314,Minor
23315,Minor
23316,Significant
23317,Significant
23318,Significant
23319,Significant
23320,Significant
23321,Minor
23322,Significant
23323,Minor
23324,Minor
23325,Minor
23326,Significant
23327,Minor
23328,Minor
23329,Significant
23330,Minor
