	type	location	distracted	time
8530	Angles	At Intersection	no	22.0
8531	Angles	At Intersection	no	0.5
8532	Parked Car	Mid-Block	no	1.1
8533	Left Turn	At Intersection	no	3.27
8534	Angles	At Intersection	no	3.83
8535	Parked Car	Mid-Block	no	6.35
8536	Left Turn	At Intersection	no	6.58
8537	Angles	At Intersection	no	7.4
8538	Pedestrian	At Intersection	yes	7.45
8539	Left Turn	At Intersection	no	7.77
8540	Angles	At Intersection	no	8.13
8541	Rear Ended	Mid-Block	yes	8.23
8542	Parked Car	Mid-Block	no	8.25
8543	Left Turn	At Intersection	no	8.37
8544	Parked Car	Driveway Junction	no	8.82
8545	Parked Car	Mid-Block	no	8.83
8546	Sideswipe	At Intersection	no	9.27
8547	Right Turn	At Intersection	no	10.1
8548	Left Turn	At Intersection	no	10.33
8549	Parked Car	Mid-Block	no	11.03
8550	Parked Car	Mid-Block	yes	11.5
8551	Angles	At Intersection	no	11.75
8552	Rear Ended	Mid-Block	no	12.25
8553	Parked Car	Mid-Block	no	12.28
8554	Parked Car	Mid-Block	yes	12.35
8555	Parked Car	Mid-Block	yes	12.45
8556	Angles	At Intersection	no	13.05
8557	Angles	At Intersection	yes	13.83
8558	Rear Ended	Mid-Block	no	14.15
8559	Rear Ended	Mid-Block	yes	14.4
8560	Parked Car	Mid-Block	yes	14.5
8561	Parked Car	Mid-Block	no	15.3
8562	Angles	At Intersection	no	16.78
8563	Cycles	Driveway Junction	no	17.07
8564	Parked Car	Mid-Block	no	17.1
8565	Rear Ended	Mid-Block	no	17.58
8566	Angles	At Intersection	no	17.85
8567	Pedestrian	At Intersection	no	18.23
8568	Angles	At Intersection	no	20.6
8569	Angles	At Intersection	no	21.27
8570	Parked Car	Mid-Block	yes	0.75
8571	Angles	Mid-Block	no	7.58
8572	Rear Ended	Mid-Block	no	8.17
8573	Pedestrian	Mid-Block	no	9.55
8574	Angles	At Intersection	no	9.83
8575	Parked Car	Mid-Block	no	10.68
8576	Angles	At Intersection	no	11.03
8577	Sideswipe	Mid-Block	no	12.95
8578	Parked Car	Mid-Block	no	13.15
8579	Rear Ended	At Intersection	yes	15.75
8580	Angles	At Intersection	no	16.4
8581	Head On	At Intersection	no	17.38
8582	Sideswipe	Mid-Block	no	17.5
8583	Left Turn	At Intersection	no	17.67
8584	Rear Ended	Mid-Block	no	17.73
8585	Cycles	Mid-Block	no	17.92
8586	Rear Ended	Mid-Block	yes	18.05
8587	Head On	At Intersection	no	18.68
8588	Parked Car	Mid-Block	no	19.08
8589	Rear Ended	Mid-Block	yes	19.43
8590	Angles	At Intersection	no	19.97
8591	Parked Car	Mid-Block	no	20.03
8592	Left Turn	At Intersection	no	21.35
8593	Left Turn	At Intersection	no	22.3
8594	Parked Car	Mid-Block	no	0.42
8595	Rear Ended	Mid-Block	no	1.0
8596	Parked Car	At Intersection	no	2.0
8597	Angles	At Intersection	no	8.87
8598	Parked Car	Mid-Block	no	9.18
8599	Angles	At Intersection	no	9.62
8600	Sideswipe	Mid-Block	no	10.25
8601	Pedestrian	At Intersection	no	11.43
8602	Angles	At Intersection	no	11.93
8603	Angles	At Intersection	no	12.33
8604	Angles	At Intersection	no	12.87
8605	Parked Car	Mid-Block	no	12.98
8606	Angles	At Intersection	no	15.32
8607	Angles	At Intersection	no	15.77
8608	Sideswipe	Mid-Block	no	15.98
8609	Rear Ended	Mid-Block	no	16.15
8610	Parked Car	Mid-Block	no	17.55
8611	Angles	At Intersection	no	17.88
8612	Parked Car	Mid-Block	no	18.0
8613	Parked Car	Mid-Block	no	18.93
8614	Parked Car	Mid-Block	no	19.0
8615	Angles	At Intersection	no	19.02
8616	Left Turn	At Intersection	no	19.67
8617	Rear Ended	Mid-Block	no	20.5
8618	Parked Car	Driveway Junction	no	22.0
8619	Sideswipe	Mid-Block	no	22.62
8620	Left Turn	At Intersection	no	22.67
8621	Parked Car	Mid-Block	no	0.17
8622	Left Turn	At Intersection	no	0.5
8623	Sideswipe	Mid-Block	no	2.48
8624	Parked Car	Mid-Block	no	3.83
8625	Parked Car	Mid-Block	no	7.0
8626	Parked Car	Mid-Block	no	7.87
8627	Parked Car	Mid-Block	no	10.0
8628	Left Turn	At Intersection	no	10.03
8629	Parked Car	Mid-Block	no	10.5
8630	Rear Ended	Mid-Block	no	11.78
8631	Rear Ended	Driveway Junction	yes	12.83
8632	Pedestrian	Mid-Block	no	13.55
8633	Rear Ended	Mid-Block	no	15.05
8634	Left Turn	At Intersection	no	15.6
8635	Angles	Mid-Block	no	18.25
8636	Parked Car	Mid-Block	no	19.08
8637	Sideswipe	Mid-Block	no	19.83
8638	Angles	At Intersection	no	20.27
8639	Parked Car	Mid-Block	no	23.0
8640	Angles	At Intersection	no	4.53
8641	Rear Ended	Mid-Block	no	7.5
8642	Cycles	Mid-Block	no	9.3
8643	Angles	At Intersection	no	9.9
8644	Left Turn	At Intersection	no	10.18
8645	Rear Ended	Mid-Block	yes	10.25
8646	Sideswipe	Mid-Block	no	10.5
8647	Parked Car	Mid-Block	no	11.0
8648	Angles	At Intersection	no	12.27
8649	Rear Ended	Mid-Block	yes	12.58
8650	Sideswipe	Mid-Block	no	12.83
8651	Angles	Driveway Junction	no	13.42
8652	Left Turn	At Intersection	no	14.0
8653	Rear Ended	Mid-Block	no	14.33
8654	Angles	At Intersection	no	14.47
8655	Angles	At Intersection	no	15.0
8656	Rear Ended	Mid-Block	yes	15.1
8657	Sideswipe	Mid-Block	no	15.42
8658	Rear Ended	Mid-Block	yes	17.08
8659	Rear Ended	Mid-Block	no	17.12
8660	Rear Ended	Mid-Block	no	20.5
8661	Parked Car	Mid-Block	no	23.12
8662	Rear Ended	Mid-Block	no	23.87
8663	Left Turn	At Intersection	no	6.78
8664	Cycles	At Intersection	no	7.43
8665	Sideswipe	Mid-Block	no	7.43
8666	Rear Ended	Mid-Block	yes	7.93
8667	Rear Ended	At Intersection	no	8.53
8668	Sideswipe	Mid-Block	no	9.2
8669	Cycles	Driveway Junction	no	9.42
8670	Pedestrian	At Intersection	no	9.75
8671	Parked Car	Mid-Block	no	10.17
8672	Rear Ended	At Intersection	yes	11.15
8673	Rear Ended	Mid-Block	yes	11.95
8674	Left Turn	At Intersection	no	11.97
8675	Angles	At Intersection	no	12.25
8676	Rear Ended	At Intersection	no	13.3
8677	Rear Ended	Mid-Block	no	13.62
8678	Angles	At Intersection	no	13.65
8679	Angles	At Intersection	no	13.98
8680	Rear Ended	Mid-Block	yes	14.0
8681	Rear Ended	Mid-Block	no	14.0
8682	Angles	Driveway Junction	no	14.25
8683	Angles	At Intersection	no	14.25
8684	Left Turn	At Intersection	no	14.32
8685	Pedestrian	At Intersection	no	14.33
8686	Parked Car	Mid-Block	no	14.53
8687	Angles	At Intersection	no	14.63
8688	Right Turn	At Intersection	no	15.1
8689	Sideswipe	At Intersection	no	15.32
8690	Parked Car	Mid-Block	no	15.72
8691	Angles	At Intersection	no	15.77
8692	Parked Car	Mid-Block	no	16.08
8693	Cycles	At Intersection	no	16.83
8694	Rear Ended	Mid-Block	yes	17.3
8695	Sideswipe	At Intersection	no	17.33
8696	Parked Car	Mid-Block	no	18.0
8697	Angles	At Intersection	no	18.42
8698	Rear Ended	At Intersection	no	18.83
8699	Left Turn	At Intersection	no	19.75
8700	Sideswipe	At Intersection	no	20.27
8701	Parked Car	Driveway Junction	yes	20.98
8702	Sideswipe	Mid-Block	no	22.62
8703	Left Turn	At Intersection	no	6.88
8704	Rear Ended	Mid-Block	no	7.0
8705	Angles	At Intersection	no	8.55
8706	Angles	At Intersection	no	8.75
8707	Angles	At Intersection	no	10.5
8708	Sideswipe	Mid-Block	no	11.0
8709	Angles	At Intersection	no	11.82
8710	Rear Ended	Mid-Block	no	11.83
8711	Sideswipe	Mid-Block	no	12.0
8712	Rear Ended	Mid-Block	no	12.25
8713	Left Turn	At Intersection	no	12.38
8714	Rear Ended	Mid-Block	yes	12.45
8715	Angles	At Intersection	no	12.73
8716	Parked Car	Mid-Block	no	14.0
8717	Parked Car	Mid-Block	yes	14.0
8718	Left Turn	At Intersection	no	14.42
8719	Rear Ended	Mid-Block	yes	14.83
8720	Parked Car	Mid-Block	yes	15.37
8721	Angles	At Intersection	no	15.53
8722	Left Turn	At Intersection	no	15.75
8723	Right Turn	At Intersection	no	16.05
8724	Pedestrian	Mid-Block	no	16.13
8725	Rear Ended	Mid-Block	yes	16.25
8726	Angles	At Intersection	no	16.8
8727	Rear Ended	Mid-Block	no	16.92
8728	Cycles	At Intersection	no	17.28
8729	Rear Ended	Mid-Block	no	18.48
8730	Sideswipe	Mid-Block	no	22.35
8731	Angles	At Intersection	no	22.83
8732	Sideswipe	Mid-Block	no	5.92
8733	Rear Ended	Mid-Block	yes	8.0
8734	Right Turn	At Intersection	no	8.4
8735	Sideswipe	At Intersection	no	8.5
8736	Rear Ended	Mid-Block	no	9.32
8737	Parked Car	Mid-Block	yes	9.98
8738	Angles	At Intersection	no	10.03
8739	Parked Car	Mid-Block	no	10.6
8740	Left Turn	At Intersection	no	13.67
8741	Angles	At Intersection	no	14.78
8742	Parked Car	Mid-Block	no	15.37
8743	Sideswipe	At Intersection	no	15.77
8744	Parked Car	Mid-Block	no	17.27
8745	Angles	At Intersection	no	17.32
8746	Cycles	At Intersection	yes	17.82
8747	Left Turn	At Intersection	no	17.83
8748	Pedestrian	Mid-Block	yes	17.83
8749	Pedestrian	Mid-Block	no	17.9
8750	Left Turn	At Intersection	no	18.23
8751	Angles	At Intersection	no	18.67
8752	Rear Ended	Mid-Block	no	19.9
8753	Sideswipe	Mid-Block	no	20.62
8754	Parked Car	Mid-Block	no	20.92
8755	Sideswipe	Mid-Block	no	22.57
8756	Angles	At Intersection	yes	23.45
8757	Angles	At Intersection	no	0.83
8758	Angles	At Intersection	no	2.27
8759	Parked Car	Mid-Block	no	5.7
8760	Pedestrian	At Intersection	no	6.4
8761	Cycles	Mid-Block	no	8.5
8762	Sideswipe	Mid-Block	no	10.25
8763	Sideswipe	Mid-Block	no	11.23
8764	Rear Ended	Mid-Block	yes	11.67
8765	Sideswipe	Mid-Block	yes	11.68
8766	Rear Ended	At Intersection	yes	12.77
8767	Cycles	Mid-Block	no	13.02
8768	Rear Ended	Mid-Block	no	15.07
8769	Rear Ended	Mid-Block	no	15.5
8770	Cycles	Mid-Block	yes	16.08
8771	Parked Car	Mid-Block	no	16.48
8772	Sideswipe	Mid-Block	no	16.92
8773	Rear Ended	Mid-Block	yes	17.48
8774	Pedestrian	At Intersection	no	20.92
8775	Angles	At Intersection	no	0.5
8776	Angles	At Intersection	no	0.75
8777	Parked Car	Mid-Block	no	1.5
8778	Rear Ended	Mid-Block	no	1.68
8779	Rear Ended	Mid-Block	no	2.0
8780	Rear Ended	Mid-Block	no	2.23
8781	Sideswipe	Mid-Block	yes	2.23
8782	Parked Car	Mid-Block	no	3.0
8783	Angles	At Intersection	no	3.3
8784	Pedestrian	At Intersection	no	4.98
8785	Sideswipe	Mid-Block	no	6.77
8786	Angles	At Intersection	no	7.33
8787	Angles	At Intersection	no	10.5
8788	Right Turn	Mid-Block	no	12.5
8789	Angles	At Intersection	no	12.75
8790	Parked Car	Mid-Block	no	13.83
8791	Angles	At Intersection	no	14.62
8792	Parked Car	Mid-Block	no	15.0
8793	Parked Car	Mid-Block	no	15.0
8794	Angles	At Intersection	no	15.82
8795	Parked Car	Mid-Block	yes	16.72
8796	Sideswipe	At Intersection	no	16.72
8797	Parked Car	Mid-Block	no	17.83
8798	Angles	At Intersection	no	18.35
8799	Parked Car	Mid-Block	no	19.25
8800	Sideswipe	Mid-Block	no	21.25
8801	Rear Ended	Mid-Block	no	21.35
8802	Left Turn	At Intersection	no	23.43
8803	Parked Car	Mid-Block	no	23.55
8804	Parked Car	Mid-Block	no	1.52
8805	Parked Car	Mid-Block	no	1.85
8806	Cycles	Mid-Block	no	1.98
8807	Parked Car	Mid-Block	no	2.23
8808	Parked Car	Mid-Block	no	4.77
8809	Rear Ended	Mid-Block	no	9.2
8810	Head On	Mid-Block	no	9.22
8811	Angles	At Intersection	no	9.57
8812	Parked Car	Mid-Block	no	10.5
8813	Angles	At Intersection	no	10.68
8814	Parked Car	Mid-Block	no	14.25
8815	Parked Car	Mid-Block	yes	14.95
8816	Rear Ended	Mid-Block	no	15.4
8817	Sideswipe	Mid-Block	no	15.78
8818	Angles	At Intersection	no	16.0
8819	Parked Car	Mid-Block	no	16.95
8820	Left Turn	At Intersection	no	17.75
8821	Left Turn	At Intersection	no	17.88
8822	Parked Car	Mid-Block	no	19.47
8823	Angles	At Intersection	no	22.82
8824	Left Turn	At Intersection	no	22.88
8825	Angles	At Intersection	no	23.52
8826	Angles	At Intersection	no	7.4
8827	Rear Ended	Mid-Block	no	7.52
8828	Angles	Mid-Block	no	7.92
8829	Angles	At Intersection	no	8.0
8830	Rear Ended	Mid-Block	no	8.15
8831	Pedestrian	At Intersection	no	8.5
8832	Angles	At Intersection	no	8.92
8833	Sideswipe	Mid-Block	no	10.0
8834	Pedestrian	At Intersection	no	10.95
8835	Angles	At Intersection	no	11.07
8836	Rear Ended	Mid-Block	no	11.52
8837	Sideswipe	Mid-Block	no	11.63
8838	Rear Ended	Mid-Block	yes	11.9
8839	Sideswipe	Mid-Block	no	12.5
8840	Rear Ended	Mid-Block	yes	13.83
8841	Left Turn	At Intersection	no	14.25
8842	Rear Ended	Mid-Block	yes	14.42
8843	Angles	At Intersection	no	14.5
8844	Angles	At Intersection	no	14.62
8845	Parked Car	Mid-Block	yes	14.63
8846	Right Turn	At Intersection	no	14.92
8847	Parked Car	Mid-Block	no	15.0
8848	Angles	At Intersection	no	15.82
8849	Rear Ended	Mid-Block	no	15.83
8850	Rear Ended	Mid-Block	no	15.98
8851	Parked Car	Mid-Block	no	16.33
8852	Rear Ended	Mid-Block	no	16.58
8853	Pedestrian	At Intersection	yes	18.58
8854	Left Turn	At Intersection	no	18.78
8855	Angles	Driveway Junction	no	19.5
8856	Cycles	At Intersection	no	5.98
8857	Parked Car	Mid-Block	yes	6.85
8858	Left Turn	Mid-Block	no	6.88
8859	Parked Car	Mid-Block	no	8.67
8860	Angles	At Intersection	no	10.37
8861	Parked Car	Mid-Block	no	11.45
8862	Parked Car	Mid-Block	no	12.5
8863	Rear Ended	At Intersection	no	15.25
8864	Rear Ended	Mid-Block	no	15.48
8865	Angles	Driveway Junction	no	15.83
8866	Rear Ended	Mid-Block	yes	16.13
8867	Angles	Mid-Block	no	17.23
8868	Head On	At Intersection	no	17.42
8869	Pedestrian	At Intersection	no	18.63
8870	Left Turn	At Intersection	no	18.72
8871	Pedestrian	At Intersection	no	18.83
8872	Sideswipe	Mid-Block	no	20.08
8873	Angles	At Intersection	no	21.75
8874	Left Turn	At Intersection	no	22.83
8875	Angles	At Intersection	no	23.72
8876	Angles	At Intersection	no	0.23
8877	Angles	At Intersection	yes	5.62
8878	Parked Car	Mid-Block	no	5.65
8879	Angles	At Intersection	no	7.42
8880	Angles	Driveway Junction	no	7.78
8881	Angles	At Intersection	no	7.9
8882	Left Turn	At Intersection	no	7.97
8883	Rear Ended	Mid-Block	yes	7.98
8884	Angles	Driveway Junction	no	8.78
8885	Angles	At Intersection	no	9.22
8886	Angles	At Intersection	no	10.22
8887	Angles	At Intersection	no	11.13
8888	Rear Ended	Mid-Block	no	11.35
8889	Angles	Driveway Junction	no	12.23
8890	Parked Car	Mid-Block	yes	13.03
8891	Angles	At Intersection	no	13.17
8892	Parked Car	Mid-Block	no	13.25
8893	Parked Car	Mid-Block	yes	15.05
8894	Angles	At Intersection	no	15.17
8895	Angles	At Intersection	no	15.67
8896	Sideswipe	Mid-Block	no	15.75
8897	Angles	At Intersection	no	16.77
8898	Rear Ended	Mid-Block	no	17.48
8899	Rear Ended	Driveway Junction	yes	17.5
8900	Rear Ended	Mid-Block	no	17.55
8901	Cycles	Driveway Junction	no	17.58
8902	Cycles	Driveway Junction	no	18.27
8903	Left Turn	Mid-Block	no	18.67
8904	Parked Car	At Intersection	no	19.27
8905	Angles	At Intersection	no	19.58
8906	Left Turn	At Intersection	no	19.67
8907	Rear Ended	Mid-Block	no	19.8
8908	Left Turn	At Intersection	no	20.83
8909	Sideswipe	Mid-Block	no	22.23
8910	Left Turn	At Intersection	no	23.43
8911	Cycles	At Intersection	no	23.58
8912	Parked Car	Mid-Block	no	23.63
8913	Parked Car	Mid-Block	no	1.12
8914	Rear Ended	At Intersection	no	7.47
8915	Angles	At Intersection	no	8.23
8916	Rear Ended	Mid-Block	no	8.7
8917	Sideswipe	Mid-Block	no	8.83
8918	Parked Car	Mid-Block	no	10.25
8919	Angles	At Intersection	no	11.75
8920	Parked Car	Mid-Block	no	13.75
8921	Cycles	At Intersection	no	13.77
8922	Rear Ended	Mid-Block	no	14.42
8923	Angles	At Intersection	no	14.75
8924	Left Turn	Mid-Block	no	14.9
8925	Angles	At Intersection	no	15.75
8926	Sideswipe	At Intersection	yes	15.9
8927	Parked Car	Mid-Block	no	16.25
8928	Parked Car	Mid-Block	no	16.68
8929	Angles	At Intersection	no	17.33
8930	Angles	At Intersection	no	17.48
8931	Sideswipe	Mid-Block	no	17.72
8932	Left Turn	At Intersection	no	17.9
8933	Cycles	Mid-Block	no	21.18
8934	Left Turn	At Intersection	no	1.85
8935	Head On	At Intersection	no	2.0
8936	Rear Ended	Mid-Block	no	7.67
8937	Rear Ended	Mid-Block	no	7.68
8938	Parked Car	Mid-Block	yes	7.8
8939	Angles	At Intersection	no	8.13
8940	Sideswipe	At Intersection	no	8.83
8941	Sideswipe	Mid-Block	no	9.0
8942	Left Turn	At Intersection	no	10.45
8943	Parked Car	Mid-Block	no	10.52
8944	Left Turn	At Intersection	no	10.58
8945	Angles	At Intersection	no	11.83
8946	Rear Ended	Mid-Block	no	12.12
8947	Sideswipe	Mid-Block	no	12.55
8948	Rear Ended	Mid-Block	no	12.88
8949	Parked Car	Mid-Block	no	13.0
8950	Left Turn	At Intersection	no	13.5
8951	Rear Ended	Mid-Block	no	13.93
8952	Pedestrian	At Intersection	no	15.43
8953	Angles	At Intersection	no	15.68
8954	Angles	At Intersection	no	16.17
8955	Rear Ended	Mid-Block	yes	16.22
8956	Rear Ended	Mid-Block	no	16.63
8957	Angles	At Intersection	no	16.87
8958	Angles	At Intersection	no	17.25
8959	Sideswipe	Mid-Block	no	17.38
8960	Parked Car	Mid-Block	no	19.28
8961	Left Turn	At Intersection	no	19.77
8962	Parked Car	Mid-Block	no	22.37
8963	Parked Car	Mid-Block	no	22.42
8964	Sideswipe	Mid-Block	no	22.75
8965	Parked Car	Mid-Block	no	23.0
8966	Parked Car	Mid-Block	no	23.93
8967	Parked Car	Mid-Block	no	0.87
8968	Parked Car	Mid-Block	no	1.45
8969	Sideswipe	Mid-Block	no	2.0
8970	Angles	At Intersection	no	3.03
8971	Parked Car	Mid-Block	no	4.47
8972	Parked Car	Mid-Block	yes	6.2
8973	Sideswipe	Mid-Block	no	7.65
8974	Sideswipe	Mid-Block	no	9.53
8975	Parked Car	Mid-Block	no	11.5
8976	Rear Ended	Mid-Block	no	12.3
8977	Parked Car	Mid-Block	no	12.45
8978	Rear Ended	Mid-Block	yes	12.68
8979	Left Turn	At Intersection	no	14.15
8980	Angles	At Intersection	no	16.7
8981	Rear Ended	Mid-Block	no	17.0
8982	Rear Ended	Mid-Block	no	17.17
8983	Parked Car	Mid-Block	no	17.17
8984	Parked Car	Mid-Block	no	17.82
8985	Parked Car	Mid-Block	no	18.95
8986	Parked Car	Mid-Block	no	20.5
8987	Left Turn	At Intersection	no	21.35
8988	Pedestrian	At Intersection	yes	22.35
8989	Rear Ended	Mid-Block	no	22.37
8990	Angles	At Intersection	no	22.5
8991	Angles	At Intersection	no	22.73
8992	Parked Car	Mid-Block	no	22.8
8993	Left Turn	At Intersection	no	23.12
8994	Angles	At Intersection	no	1.03
8995	Angles	At Intersection	no	2.17
8996	Parked Car	Mid-Block	no	5.35
8997	Sideswipe	At Intersection	no	10.63
8998	Sideswipe	Mid-Block	no	12.3
8999	Rear Ended	Mid-Block	yes	12.78
9000	Pedestrian	Mid-Block	no	13.05
9001	Angles	At Intersection	no	13.65
9002	Left Turn	At Intersection	no	14.9
9003	Parked Car	Mid-Block	yes	16.25
9004	Pedestrian	At Intersection	no	19.25
9005	Head On	Driveway Junction	no	7.97
9006	Sideswipe	Mid-Block	no	8.35
9007	Rear Ended	Mid-Block	yes	8.38
9008	Sideswipe	Mid-Block	no	11.25
9009	Right Turn	At Intersection	no	11.27
9010	Parked Car	Mid-Block	no	11.88
9011	Left Turn	At Intersection	no	12.08
9012	Parked Car	Mid-Block	no	12.17
9013	Rear Ended	Mid-Block	no	13.33
9014	Left Turn	At Intersection	no	13.47
9015	Rear Ended	Mid-Block	yes	13.53
9016	Parked Car	Mid-Block	no	14.42
9017	Parked Car	Mid-Block	no	14.83
9018	Sideswipe	Mid-Block	no	14.92
9019	Pedestrian	At Intersection	yes	15.0
9020	Angles	At Intersection	no	15.5
9021	Angles	At Intersection	no	15.83
9022	Parked Car	Mid-Block	yes	15.9
9023	Left Turn	At Intersection	no	16.03
9024	Right Turn	At Intersection	no	16.33
9025	Sideswipe	Mid-Block	no	16.42
9026	Sideswipe	Mid-Block	no	16.45
9027	Angles	At Intersection	yes	16.67
9028	Rear Ended	Mid-Block	no	17.05
9029	Sideswipe	Mid-Block	no	17.32
9030	Cycles	At Intersection	no	17.73
9031	Angles	At Intersection	no	17.83
9032	Angles	At Intersection	no	17.85
9033	Rear Ended	Mid-Block	no	18.08
9034	Cycles	At Intersection	no	19.82
9035	Rear Ended	Mid-Block	yes	20.08
9036	Rear Ended	Mid-Block	no	20.52
9037	Left Turn	At Intersection	no	23.9
9038	Parked Car	At Intersection	no	2.13
9039	Angles	At Intersection	yes	7.5
9040	Angles	At Intersection	no	8.0
9041	Parked Car	Mid-Block	no	8.75
9042	Angles	At Intersection	no	8.77
9043	Angles	At Intersection	no	11.02
9044	Angles	At Intersection	no	12.82
9045	Parked Car	Mid-Block	yes	14.42
9046	Rear Ended	Mid-Block	yes	14.58
9047	Parked Car	Mid-Block	no	14.92
9048	Parked Car	Mid-Block	no	16.0
9049	Rear Ended	Mid-Block	no	16.08
9050	Left Turn	At Intersection	no	16.55
9051	Angles	At Intersection	no	16.55
9052	Angles	At Intersection	no	17.42
9053	Rear Ended	Mid-Block	no	17.45
9054	Angles	At Intersection	no	19.22
9055	Parked Car	Mid-Block	no	20.25
9056	Parked Car	Mid-Block	no	22.42
9057	Angles	At Intersection	no	22.52
9058	Rear Ended	Mid-Block	no	5.67
9059	Parked Car	Mid-Block	no	6.83
9060	Parked Car	Mid-Block	no	7.0
9061	Angles	Mid-Block	no	7.2
9062	Rear Ended	Driveway Junction	no	9.2
9063	Parked Car	Mid-Block	no	12.58
9064	Angles	At Intersection	no	13.78
9065	Parked Car	Mid-Block	no	14.0
9066	Rear Ended	Mid-Block	no	14.07
9067	Rear Ended	Mid-Block	yes	14.28
9068	Sideswipe	At Intersection	no	14.3
9069	Left Turn	At Intersection	no	15.33
9070	Rear Ended	Mid-Block	yes	15.48
9071	Parked Car	Mid-Block	no	15.87
9072	Angles	At Intersection	no	16.27
9073	Left Turn	At Intersection	no	17.28
9074	Parked Car	Driveway Junction	no	17.83
9075	Sideswipe	Mid-Block	yes	17.83
9076	Angles	At Intersection	no	18.1
9077	Rear Ended	Mid-Block	no	19.1
9078	Parked Car	Mid-Block	no	22.1
9079	Parked Car	Mid-Block	no	22.83
9080	Head On	At Intersection	no	0.55
9081	Parked Car	Mid-Block	no	6.18
9082	Rear Ended	Mid-Block	no	6.4
9083	Angles	At Intersection	no	7.08
9084	Left Turn	At Intersection	no	8.03
9085	Rear Ended	Mid-Block	yes	8.17
9086	Pedestrian	At Intersection	no	8.52
9087	Rear Ended	Mid-Block	no	8.58
9088	Left Turn	At Intersection	no	9.35
9089	Parked Car	Mid-Block	yes	10.37
9090	Pedestrian	Mid-Block	no	10.83
9091	Angles	At Intersection	no	11.17
9092	Left Turn	At Intersection	no	12.27
9093	Sideswipe	Mid-Block	yes	12.95
9094	Angles	At Intersection	no	13.78
9095	Angles	At Intersection	no	15.78
9096	Angles	At Intersection	no	16.35
9097	Rear Ended	Mid-Block	no	16.85
9098	Rear Ended	Mid-Block	no	17.62
9099	Angles	At Intersection	yes	17.62
9100	Rear Ended	Mid-Block	no	17.7
9101	Rear Ended	Mid-Block	no	17.83
9102	Parked Car	Mid-Block	no	18.63
9103	Angles	At Intersection	no	20.48
9104	Parked Car	Mid-Block	yes	22.98
9105	Parked Car	Mid-Block	no	23.43
9106	Parked Car	Mid-Block	no	23.85
9107	Angles	At Intersection	no	1.93
9108	Left Turn	At Intersection	no	2.08
9109	Angles	At Intersection	no	7.25
9110	Angles	At Intersection	no	7.25
9111	Angles	At Intersection	no	7.5
9112	Rear Ended	Mid-Block	no	7.53
9113	Angles	At Intersection	no	8.3
9114	Rear Ended	Mid-Block	yes	8.67
9115	Sideswipe	At Intersection	no	9.85
9116	Angles	At Intersection	no	10.33
9117	Sideswipe	Mid-Block	no	11.33
9118	Parked Car	Mid-Block	no	12.0
9119	Angles	At Intersection	yes	12.83
9120	Cycles	Mid-Block	no	13.0
9121	Rear Ended	Mid-Block	yes	13.73
9122	Rear Ended	Mid-Block	no	13.85
9123	Parked Car	Mid-Block	yes	14.17
9124	Cycles	At Intersection	no	14.57
9125	Sideswipe	Mid-Block	no	14.78
9126	Angles	Mid-Block	no	15.83
9127	Rear Ended	Mid-Block	yes	16.35
